,sentence_no,word,POS_Tags
10962,481,",",","
10963,481,Lomasa,NNP
10964,481,",",","
10965,481,Nachiketa,NNP
10966,481,",",","
10967,481,Lomaharsana,NNP
10968,481,",",","
10969,481,Ugrasravas,NNP
10970,481,",",","
10971,481,and,CC
10972,481,Bhrigu,NNP
10973,481,',POS
10974,481,s,POS
10975,481,son,NN
10976,481,Chyavana,NNP
10977,481,.,.
10978,482,This,DT
10979,482,is,VBZ
10980,482,the,DT
10981,482,tale,NN
10982,482,of,IN
10983,482,Rishis,NNP
10984,482,possessed,VBN
10985,482,of,IN
10986,482,Vedic,NNP
10987,482,lore,NN
10988,482,.,.
10989,483,They,PRP
10990,483,are,VBP
10991,483,primeval,JJ
10992,483,Rishis,NNPS
10993,483,",",","
10994,483,O,NNP
10995,483,king,NN
10996,483,",",","
10997,483,whose,WP$
10998,483,names,NNS
10999,483,",",","
11000,483,if,IN
11001,483,taken,VBN
11002,483,",",","
11003,483,are,VBP
11004,483,capable,JJ
11005,483,of,IN
11006,483,cleansing,VBG
11007,483,one,CD
11008,483,of,IN
11009,483,every,DT
11010,483,sin,NN
11011,483,.,.
11012,484,After,IN
11013,484,this,DT
11014,484,I,PRP
11015,484,shall,MD
11016,484,recite,VB
11017,484,the,DT
11018,484,names,NNS
11019,484,of,IN
11020,484,the,DT
11021,484,principal,JJ
11022,484,kings,NNS
11023,484,.,.
11024,485,They,PRP
11025,485,are,VBP
11026,485,Nriga,NNP
11027,485,",",","
11028,485,Yayati,NNP
11029,485,",",","
11030,485,Nahusha,NNP
11031,485,",",","
11032,485,Yadu,NNP
11033,485,",",","
11034,485,Puru,NNP
11035,485,of,IN
11036,485,great,JJ
11037,485,energy,NN
11038,485,",",","
11039,485,Sagara,NNP
11040,485,",",","
11041,485,Dhundhumara,NNP
11042,485,",",","
11043,485,Dilipa,NNP
11044,485,of,IN
11045,485,great,JJ
11046,485,prowess,NN
11047,485,",",","
11048,485,Krisaswa,NNP
11049,485,",",","
11050,485,Yauvanaswa,NNP
11051,485,",",","
11052,485,Chitraswa,NNP
11053,485,",",","
11054,485,Satyavat,NNP
11055,485,",",","
11056,485,Dushmanta,NNP
11057,485,",",","
11058,485,Bharata,NNP
11059,485,who,WP
11060,485,became,VBD
11061,485,an,DT
11062,485,illustrious,JJ
11063,485,Emperor,NNP
11064,485,over,IN
11065,485,many,JJ
11066,485,kings,NNS
11067,485,",",","
11068,485,Yavana,NNP
11069,485,",",","
11070,485,Janaka,NNP
11071,485,",",","
11072,485,Dhrishtaratha,NNP
11073,485,",",","
11074,485,Raghu,NNP
11075,485,",",","
11076,485,that,DT
11077,485,foremost,JJ
11078,485,of,IN
11079,485,kings,NNS
11080,485,",",","
11081,485,Dasaratha,NNP
11082,485,",",","
11083,485,the,DT
11084,485,heroic,JJ
11085,485,Rama,NNP
11086,485,",",","
11087,485,that,DT
11088,485,slayer,NN
11089,485,of,IN
11090,485,Rakshasas,NNP
11091,485,",",","
11092,485,Sasavindu,NNP
11093,485,.,.
11094,486,Bhagiratha,NNP
11095,486,",",","
11096,486,Harischandra,NNP
11097,486,",",","
11098,486,Marutta,NNP
11099,486,",",","
11100,486,Dridharatha,NNP
11101,486,",",","
11102,486,the,DT
11103,486,highly,RB
11104,486,fortunate,JJ
11105,486,Alarka,NNP
11106,486,",",","
11107,486,Aila,NNP
11108,486,",",","
11109,486,Karandhama,NNP
11110,486,",",","
11111,486,that,DT
11112,486,foremost,JJ
11113,486,of,IN
11114,486,men,NNS
11115,486,",",","
11116,486,Kasmira,NNP
11117,486,",",","
11118,486,Daksha,NNP
11119,486,",",","
11120,486,Amvarisha,NNP
11121,486,",",","
11122,486,Kukura,NNP
11123,486,",",","
11124,486,Raivata,NNP
11125,486,of,IN
11126,486,great,JJ
11127,486,fame,NN
11128,486,",",","
11129,486,Kuru,NNP
11130,486,",",","
11131,486,Samvarana,NNP
11132,486,",",","
11133,486,Mandhatri,NNP
11134,486,of,IN
11135,486,unbaffled,JJ
11136,486,prowess,NN
11137,486,",",","
11138,486,the,DT
11139,486,royal,JJ
11140,486,sage,NN
11141,486,Muchukunda,NNP
11142,486,",",","
11143,486,Jahnu,NNP
11144,486,who,WP
11145,486,was,VBD
11146,486,much,RB
11147,486,favoured,VBN
11148,486,by,IN
11149,486,Janhavi,NNP
11150,486,(,","
11151,486,Ganga,NNP
11152,486,),-RRB-
11153,486,",",","
11154,486,the,DT
11155,486,first,JJ
11156,486,(,","
11157,486,in,IN
11158,486,point,NN
11159,486,of,IN
11160,486,time,NN
11161,486,),","
11162,486,of,IN
11163,486,all,DT
11164,486,kings,NNS
11165,486,",",","
11166,486,viz,FW
11167,486,.,.
11168,486,",",","
11169,486,Prithu,NNP
11170,486,the,DT
11171,486,son,NN
11172,486,of,IN
11173,486,Vena,NNP
11174,486,",",","
11175,486,Mitrabhanu,NNP
11176,486,",",","
11177,486,Priyankara,NNP
11178,486,",",","
11179,486,Trasadasyu,NNP
11180,486,",",","
11181,486,Sweta,NNP
11182,486,that,IN
11183,486,foremost,JJ
11184,486,of,IN
11185,486,royal,JJ
11186,486,sages,NNS
11187,486,",",","
11188,486,the,DT
11189,486,celebrated,JJ
11190,486,Mahabhisha,NNP
11191,486,",",","
11192,486,Nimi,NNP
11193,486,Ashtaka,NNP
11194,486,",",","
11195,486,Ayu,NNP
11196,486,",",","
11197,486,the,DT
11198,486,royal,JJ
11199,486,sage,NN
11200,486,Kshupa,NNP
11201,486,",",","
11202,486,Kaksheyu,NNP
11203,486,",",","
11204,486,Pratardana,NNP
11205,486,",",","
11206,486,Devodasa,NNP
11207,486,",",","
11208,486,Sudasa,NNP
11209,486,",",","
11210,486,Kosaleswara,NNP
11211,486,",",","
11212,486,Aila,NNP
11213,486,",",","
11214,486,Nala,NNP
11215,486,",",","
11216,486,the,DT
11217,486,royal,JJ
11218,486,sage,NN
11219,486,Manu,NNP
11220,486,",",","
11221,486,that,DT
11222,486,lord,NN
11223,486,of,IN
11224,486,all,DT
11225,486,creatures,NNS
11226,486,",",","
11227,486,Havidhara,NNP
11228,486,",",","
11229,486,Prishadhara,NNP
11230,486,",",","
11231,486,Pratipa,NNP
11232,486,",",","
11233,486,Santanu,NNP
11234,486,",",","
11235,486,Aja,NNP
11236,486,",",","
11237,486,the,DT
11238,486,senior,JJ
11239,486,Varhi,NNP
11240,486,",",","
11241,486,Ikshwaku,NNP
11242,486,of,IN
11243,486,great,JJ
11244,486,fame,NN
11245,486,",",","
11246,486,Anaranya,NNP
11247,486,",",","
11248,486,Janujangha,NNP
11249,486,",",","
11250,486,the,DT
11251,486,royal,JJ
11252,486,sage,NN
11253,486,Kakshasena,NNP
11254,486,",",","
11255,486,and,CC
11256,486,many,JJ
11257,486,others,NNS
11258,486,not,RB
11259,486,named,VBN
11260,486,(,","
11261,486,in,IN
11262,486,history,NN
11263,486,),-RRB-
11264,486,.,.
11265,487,That,DT
11266,487,man,NN
11267,487,who,WP
11268,487,rising,VBG
11269,487,at,IN
11270,487,early,JJ
11271,487,dawn,NN
11272,487,takes,VBZ
11273,487,the,DT
11274,487,names,NNS
11275,487,of,IN
11276,487,these,DT
11277,487,kings,NNS
11278,487,at,IN
11279,487,the,DT
11280,487,two,CD
11281,487,twilights,NNS
11282,487,",",","
11283,487,viz,FW
11284,487,.,.
11285,487,",",","
11286,487,at,IN
11287,487,sunset,NN
11288,487,and,CC
11289,487,sunrise,NN
11290,487,",",","
11291,487,with,IN
11292,487,a,DT
11293,487,pure,JJ
11294,487,body,NN
11295,487,and,CC
11296,487,mind,NN
11297,487,and,CC
11298,487,without,IN
11299,487,distracted,JJ
11300,487,attention,NN
11301,487,",",","
11302,487,acquires,VBZ
11303,487,great,JJ
11304,487,religious,JJ
11305,487,merit,NN
11306,487,.,.
11307,488,One,PRP
11308,488,should,MD
11309,488,hymn,VB
11310,488,the,DT
11311,488,praises,NNS
11312,488,of,IN
11313,488,the,DT
11314,488,deities,NNS
11315,488,",",","
11316,488,the,DT
11317,488,celestial,JJ
11318,488,Rishis,NNPS
11319,488,",",","
11320,488,and,CC
11321,488,the,DT
11322,488,royal,JJ
11323,488,sages,NNS
11324,488,and,CC
11325,488,say,VB
11326,488,",",","
11327,488,',''
11328,488,These,DT
11329,488,lords,NNS
11330,488,of,IN
11331,488,the,DT
11332,488,creation,NN
11333,488,will,MD
11334,488,ordain,VB
11335,488,my,PRP$
11336,488,growth,NN
11337,488,and,CC
11338,488,long,JJ
11339,488,life,NN
11340,488,and,CC
11341,488,fame,NN
11342,488,!,.
11343,489,Let,VB
11344,489,no,DT
11345,489,calamity,NN
11346,489,be,VB
11347,489,mine,PRP
11348,489,",",","
11349,489,let,VB
11350,489,no,DT
11351,489,sin,NN
11352,489,defile,VB
11353,489,me,PRP
11354,489,",",","
11355,489,and,CC
11356,489,let,VB
11357,489,there,EX
11358,489,be,VB
11359,489,no,DT
11360,489,opponents,NNS
11361,489,or,CC
11362,489,enemies,NNS
11363,489,of,IN
11364,489,mine,NN
11365,489,!,.
11366,490,Without,IN
11367,490,doubt,NN
11368,490,",",","
11369,490,victory,NN
11370,490,will,MD
11371,490,always,RB
11372,490,be,VB
11373,490,mine,NN
11374,490,and,CC
11375,490,an,DT
11376,490,auspicious,JJ
11377,490,end,NN
11378,490,hereafter,RB
11379,490,!,.
11380,490,',''
11381,490,'',''
11382,490,',''
11383,490,'',''
11384,491,SECTION,NN
11385,491,CLXVI,NNP
11386,491,'',''
11387,491,Janamejaya,NNP
11388,491,said,VBD
11389,491,",",","
11390,491,',''
11391,491,When,WRB
11392,491,that,DT
11393,491,foremost,JJ
11394,491,person,NN
11395,491,among,IN
11396,491,the,DT
11397,491,Kauravas,NNPS
11398,491,",",","
11399,491,viz,NN
11400,491,.,.
11401,491,",",","
11402,491,Bhishma,NNP
11403,491,",",","
11404,491,was,VBD
11405,491,lying,VBG
11406,491,on,IN
11407,491,a,DT
11408,491,bed,NN
11409,491,of,IN
11410,491,arrows,NNS
11411,491,",",","
11412,491,--,:
11413,491,a,DT
11414,491,bed,NN
11415,491,that,WDT
11416,491,is,VBZ
11417,491,always,RB
11418,491,coveted,VBN
11419,491,by,IN
11420,491,heroes,NNS
11421,491,",",","
11422,491,--,:
11423,491,and,CC
11424,491,when,WRB
11425,491,the,DT
11426,491,Pandavas,NNPS
11427,491,",",","
11428,491,were,VBD
11429,491,sitting,VBG
11430,491,around,IN
11431,491,him,PRP
11432,491,",",","
11433,491,my,PRP$
11434,491,great,JJ
11435,491,grandsire,NN
11436,491,Yudhishthira,NNP
11437,491,of,IN
11438,491,much,JJ
11439,491,wisdom,NN
11440,491,",",","
11441,491,heard,VBD
11442,491,these,DT
11443,491,expositions,NNS
11444,491,of,IN
11445,491,mysteries,NNS
11446,491,with,IN
11447,491,respect,NN
11448,491,to,IN
11449,491,the,DT
11450,491,subject,NN
11451,491,of,IN
11452,491,duty,NN
11453,491,and,CC
11454,491,had,VBD
11455,491,all,DT
11456,491,his,PRP$
11457,491,doubts,NNS
11458,491,solved,VBN
11459,491,.,.
11460,492,He,PRP
11461,492,heard,VBD
11462,492,also,RB
11463,492,what,WP
11464,492,the,DT
11465,492,ordinance,NN
11466,492,are,VBP
11467,492,that,WDT
11468,492,apply,VBP
11469,492,to,IN
11470,492,the,DT
11471,492,subjects,NNS
11472,492,of,IN
11473,492,gifts,NNS
11474,492,",",","
11475,492,and,CC
11476,492,thus,RB
11477,492,had,VBD
11478,492,all,PDT
11479,492,his,PRP$
11480,492,doubts,NNS
11481,492,removed,VBN
11482,492,with,IN
11483,492,respect,NN
11484,492,to,IN
11485,492,the,DT
11486,492,topics,NNS
11487,492,of,IN
11488,492,righteousness,NN
11489,492,and,CC
11490,492,wealth,NN
11491,492,.,.
11492,493,It,PRP
11493,493,behoveth,VBD
11494,493,thee,PRP
11495,493,",",","
11496,493,O,UH
11497,493,learned,VBD
11498,493,Brahmana,NNP
11499,493,",",","
11500,493,to,TO
11501,493,tell,VB
11502,493,me,PRP
11503,493,now,RB
11504,493,what,WP
11505,493,else,RB
11506,493,did,VBD
11507,493,the,DT
11508,493,great,JJ
11509,493,Pandava,NNP
11510,493,king,NN
11511,493,do,VB
11512,493,.,.
11513,493,',''
11514,494,``,``
11515,494,Vaisampayana,NNP
11516,494,said,VBD
11517,494,",",","
11518,494,',''
11519,494,When,WRB
11520,494,Bhishma,NNP
11521,494,became,VBD
11522,494,silent,JJ
11523,494,",",","
11524,494,the,DT
11525,494,entire,JJ
11526,494,circle,NN
11527,494,of,IN
11528,494,king,NN
11529,494,(,","
11530,494,who,WP
11531,494,were,VBD
11532,494,seated,VBN
11533,494,around,IN
11534,494,him,PRP
11535,494,),-RRB-
11536,494,became,VBD
11537,494,perfectly,RB
11538,494,silent,JJ
11539,494,.,.
11540,495,Indeed,RB
11541,495,",",","
11542,495,they,PRP
11543,495,all,DT
11544,495,sat,VBD
11545,495,motionless,JJ
11546,495,there,RB
11547,495,",",","
11548,495,like,IN
11549,495,figures,NNS
11550,495,painted,VBN
11551,495,on,IN
11552,495,canvass,NN
11553,495,.,.
11554,496,Then,RB
11555,496,Vyasa,NNP
11556,496,the,DT
11557,496,son,NN
11558,496,of,IN
11559,496,Satyavati,NNP
11560,496,",",","
11561,496,having,VBG
11562,496,reflected,VBN
11563,496,for,IN
11564,496,a,DT
11565,496,moment,NN
11566,496,",",","
11567,496,addressed,VBD
11568,496,the,DT
11569,496,royal,JJ
11570,496,son,NN
11571,496,of,IN
11572,496,Ganga,NNP
11573,496,",",","
11574,496,saying,VBG
11575,496,",",","
11576,496,``,``
11577,496,O,UH
11578,496,king,NN
11579,496,",",","
11580,496,the,DT
11581,496,Kuru,NNP
11582,496,chief,NN
11583,496,Yudhishthira,NNP
11584,496,has,VBZ
11585,496,been,VBN
11586,496,restored,VBN
11587,496,to,IN
11588,496,his,PRP$
11589,496,own,JJ
11590,496,nature,NN
11591,496,",",","
11592,496,along,IN
11593,496,with,IN
11594,496,all,DT
11595,496,brothers,NNS
11596,496,and,CC
11597,496,followers,NNS
11598,496,.,.
11599,497,With,IN
11600,497,Krishna,NNP
11601,497,of,IN
11602,497,great,JJ
11603,497,intelligence,NN
11604,497,by,IN
11605,497,his,PRP$
11606,497,side,NN
11607,497,",",","
11608,497,he,PRP
11609,497,bends,VBZ
11610,497,his,PRP$
11611,497,head,NN
11612,497,in,IN
11613,497,reverence,NN
11614,497,unto,IN
11615,497,thee,PRP
11616,497,.,.
11617,498,It,PRP
11618,498,behoveth,VBD
11619,498,thee,PRP
11620,498,to,TO
11621,498,give,VB
11622,498,him,PRP
11623,498,leave,VB
11624,498,for,IN
11625,498,returning,VBG
11626,498,to,IN
11627,498,the,DT
11628,498,city,NN
11629,498,.,.
11630,498,'',''
11631,499,Thus,RB
11632,499,addressed,VBN
11633,499,by,IN
11634,499,the,DT
11635,499,holy,JJ
11636,499,Vyasa,NNP
11637,499,",",","
11638,499,the,DT
11639,499,royal,JJ
11640,499,son,NN
11641,499,of,IN
11642,499,Santanu,NNP
11643,499,and,CC
11644,499,Ganga,NNP
11645,499,dismissed,VBD
11646,499,Yudhishthira,NNP
11647,499,and,CC
11648,499,his,PRP$
11649,499,counsellors,NNS
11650,499,.,.
11651,500,The,DT
11652,500,royal,JJ
11653,500,son,NN
11654,500,of,IN
11655,500,Santanu,NNP
11656,500,",",","
11657,500,addressing,VBG
11658,500,his,PRP$
11659,500,grandson,NN
11660,500,in,IN
11661,500,a,DT
11662,500,sweet,JJ
11663,500,voice,NN
11664,500,",",","
11665,500,also,RB
11666,500,said,VBD
11667,500,",",","
11668,500,``,``
11669,500,Do,VB
11670,500,thou,PRP
11671,500,return,VB
11672,500,to,IN
11673,500,the,DT
11674,500,city,NN
11675,500,",",","
11676,500,O,UH
11677,500,king,NN
11678,500,!,.
11679,501,Let,VB
11680,501,fever,NN
11681,501,of,IN
11682,501,thy,DT
11683,501,heart,NN
11684,501,be,VB
11685,501,dispelled,VBN
11686,501,.,.
11687,502,Do,VB
11688,502,thou,PRP
11689,502,adore,VB
11690,502,the,DT
11691,502,deities,NNS
11692,502,in,IN
11693,502,diverse,JJ
11694,502,sacrifices,NNS
11695,502,distinguished,VBN
11696,502,by,IN
11697,502,large,JJ
11698,502,gifts,NNS
11699,502,of,IN
11700,502,food,NN
11701,502,and,CC
11702,502,wealth,NN
11703,502,",",","
11704,502,like,IN
11705,502,Yayati,NNP
11706,502,himself,PRP
11707,502,",",","
11708,502,O,UH
11709,502,foremost,JJ
11710,502,of,IN
11711,502,kings,NNS
11712,502,",",","
11713,502,endued,VBN
11714,502,with,IN
11715,502,devotion,NN
11716,502,and,CC
11717,502,self-restraint,NN
11718,502,.,.
11719,503,Devoted,VBN
11720,503,to,IN
11721,503,the,DT
11722,503,practice,NN
11723,503,of,IN
11724,503,the,DT
11725,503,Kshatriya,NNP
11726,503,order,NN
11727,503,",",","
11728,503,do,VB
11729,503,thou,PRP
11730,503,",",","
11731,503,O,UH
11732,503,son,NN
11733,503,of,IN
11734,503,Pritha,NNP
11735,503,",",","
11736,503,gratify,VB
11737,503,the,DT
11738,503,Pitris,NNP
11739,503,and,CC
11740,503,the,DT
11741,503,deities,NNS
11742,503,.,.
11743,504,Thou,DT
11744,504,shalt,NN
11745,504,then,RB
11746,504,earn,VB
11747,504,great,JJ
11748,504,benefits,NNS
11749,504,.,.
11750,505,Indeed,RB
11751,505,",",","
11752,505,let,VB
11753,505,the,DT
11754,505,fever,NN
11755,505,of,IN
11756,505,thy,DT
11757,505,heart,NN
11758,505,be,VB
11759,505,dispelled,VBN
11760,505,.,.
11761,506,Do,VB
11762,506,thou,PRP
11763,506,gladden,VB
11764,506,all,PDT
11765,506,thy,DT
11766,506,subjects,NNS
11767,506,.,.
11768,507,Do,VB
11769,507,thou,PRP
11770,507,assure,VB
11771,507,them,PRP
11772,507,and,CC
11773,507,establish,VB
11774,507,peace,NN
11775,507,among,IN
11776,507,all,DT
11777,507,.,.
11778,508,Do,VB
11779,508,thou,DT
11780,508,also,RB
11781,508,honour,VB
11782,508,all,PDT
11783,508,thy,DT
11784,508,well-wishers,NNS
11785,508,with,IN
11786,508,such,JJ
11787,508,rewards,NNS
11788,508,as,IN
11789,508,they,PRP
11790,508,deserve,VBP
11791,508,!,.
11792,509,Let,VB
11793,509,all,DT
11794,509,thy,PRP$
11795,509,friends,NNS
11796,509,and,CC
11797,509,well-wishers,NNS
11798,509,live,VB
11799,509,",",","
11800,509,depending,VBG
11801,509,on,IN
11802,509,thee,NN
11803,509,for,IN
11804,509,their,PRP$
11805,509,means,NNS
11806,509,",",","
11807,509,even,RB
11808,509,as,IN
11809,509,birds,NNS
11810,509,live,VBP
11811,509,",",","
11812,509,depending,VBG
11813,509,for,IN
11814,509,their,PRP$
11815,509,means,NNS
11816,509,upon,IN
11817,509,a,DT
11818,509,full-grown,JJ
11819,509,tree,NN
11820,509,charged,VBN
11821,509,with,IN
11822,509,fruit,NN
11823,509,and,CC
11824,509,standing,VBG
11825,509,on,IN
11826,509,a,DT
11827,509,sacred,JJ
11828,509,spot,NN
11829,509,.,.
11830,510,When,WRB
11831,510,the,DT
11832,510,hour,NN
11833,510,comes,VBZ
11834,510,for,IN
11835,510,my,PRP$
11836,510,departure,NN
11837,510,from,IN
11838,510,this,DT
11839,510,world,NN
11840,510,",",","
11841,510,do,VBP
11842,510,thou,PRP
11843,510,come,VB
11844,510,here,RB
11845,510,",",","
11846,510,O,UH
11847,510,king,NN
11848,510,.,.
11849,511,The,DT
11850,511,time,NN
11851,511,when,WRB
11852,511,I,PRP
11853,511,shall,MD
11854,511,take,VB
11855,511,leave,NN
11856,511,of,IN
11857,511,my,PRP$
11858,511,body,NN
11859,511,is,VBZ
11860,511,that,DT
11861,511,period,NN
11862,511,when,WRB
11863,511,the,DT
11864,511,sun,NN
11865,511,",",","
11866,511,stopping,VBG
11867,511,in,IN
11868,511,his,PRP$
11869,511,south-ward,JJ
11870,511,course,NN
11871,511,",",","
11872,511,will,MD
11873,511,begin,VB
11874,511,to,TO
11875,511,return,VB
11876,511,northwards,RB
11877,511,!,.
11878,511,'',''
11879,512,The,DT
11880,512,son,NN
11881,512,of,IN
11882,512,Kunti,NNP
11883,512,answered,VBD
11884,512,",",","
11885,512,``,``
11886,512,So,RB
11887,512,be,VB
11888,512,it,PRP
11889,512,!,.
11890,512,'',''
11891,513,And,CC
11892,513,saluted,VBD
11893,513,his,PRP$
11894,513,grandsire,NN
11895,513,with,IN
11896,513,reverence,NN
11897,513,and,CC
11898,513,then,RB
11899,513,set,VBD
11900,513,out,RP
11901,513,",",","
11902,513,with,IN
11903,513,all,DT
11904,513,his,PRP$
11905,513,relatives,NNS
11906,513,and,CC
11907,513,followers,NNS
11908,513,",",","
11909,513,for,IN
11910,513,the,DT
11911,513,city,NN
11912,513,called,VBN
11913,513,after,IN
11914,513,the,DT
11915,513,elephant,NN
11916,513,.,.
11917,514,Placing,VBG
11918,514,Dhritarashtra,NNP
11919,514,at,IN
11920,514,the,DT
11921,514,head,NN
11922,514,and,CC
11923,514,also,RB
11924,514,Gandhari,NNP
11925,514,who,WP
11926,514,was,VBD
11927,514,exceedingly,RB
11928,514,devoted,JJ
11929,514,to,IN
11930,514,her,PRP$
11931,514,lord,NN
11932,514,",",","
11933,514,and,CC
11934,514,accompanied,VBN
11935,514,by,IN
11936,514,the,DT
11937,514,Rishis,NNP
11938,514,and,CC
11939,514,Kesava,NNP
11940,514,",",","
11941,514,as,IN
11942,514,also,RB
11943,514,by,IN
11944,514,the,DT
11945,514,citizens,NNS
11946,514,and,CC
11947,514,the,DT
11948,514,inhabitants,NNS
11949,514,of,IN
11950,514,the,DT
11951,514,country,NN
11952,514,and,CC
11953,514,by,IN
11954,514,his,PRP$
11955,514,counsellors,NNS
11956,514,",",","
11957,514,O,UH
11958,514,monarch,NN
11959,514,",",","
11960,514,that,IN
11961,514,foremost,JJ
11962,514,one,CD
11963,514,of,IN
11964,514,Kuru,NNP
11965,514,'s,POS
11966,514,race,NN
11967,514,entered,VBD
11968,514,the,DT
11969,514,city,NN
11970,514,named,VBN
11971,514,after,IN
11972,514,the,DT
11973,514,elephant,NN
11974,514,.,.
11975,514,',''
11976,514,'',''
11977,515,SECTION,NN
11978,515,CLXVII,NNP
11979,515,'',''
11980,515,Vaisampayana,NNP
11981,515,said,VBD
11982,515,",",","
11983,515,',''
11984,515,Then,RB
11985,515,the,DT
11986,515,royal,JJ
11987,515,son,NN
11988,515,of,IN
11989,515,Kunti,NNP
11990,515,",",","
11991,515,having,VBG
11992,515,duly,RB
11993,515,honoured,VBN
11994,515,the,DT
11995,515,citizens,NNS
11996,515,and,CC
11997,515,the,DT
11998,515,inhabitants,NNS
11999,515,of,IN
12000,515,the,DT
12001,515,province,NN
12002,515,",",","
12003,515,dismissed,VBD
12004,515,them,PRP
12005,515,to,IN
12006,515,their,PRP$
12007,515,respective,JJ
12008,515,homes,NNS
12009,515,.,.
12010,516,The,DT
12011,516,Pandava,NNP
12012,516,king,NN
12013,516,then,RB
12014,516,consoled,VBD
12015,516,these,DT
12016,516,women,NNS
12017,516,",",","
12018,516,who,WP
12019,516,had,VBD
12020,516,lost,VBN
12021,516,their,PRP$
12022,516,heroic,JJ
12023,516,husbands,NNS
12024,516,and,CC
12025,516,sons,NNS
12026,516,in,IN
12027,516,the,DT
12028,516,battle,NN
12029,516,",",","
12030,516,with,IN
12031,516,abundant,JJ
12032,516,gift,NN
12033,516,of,IN
12034,516,wealth,NN
12035,516,.,.
12036,517,Having,VBG
12037,517,recovered,VBN
12038,517,his,PRP$
12039,517,kingdom,NN
12040,517,",",","
12041,517,Yudhishthira,NNP
12042,517,of,IN
12043,517,great,JJ
12044,517,wisdom,NN
12045,517,caused,VBD
12046,517,himself,PRP
12047,517,to,TO
12048,517,be,VB
12049,517,duly,RB
12050,517,installed,VBN
12051,517,on,IN
12052,517,the,DT
12053,517,throne,NN
12054,517,.,.
12055,518,That,DT
12056,518,foremost,JJ
12057,518,of,IN
12058,518,men,NNS
12059,518,then,RB
12060,518,assured,VBD
12061,518,all,PDT
12062,518,his,PRP$
12063,518,subjects,NNS
12064,518,by,IN
12065,518,diverse,JJ
12066,518,acts,NNS
12067,518,of,IN
12068,518,good,JJ
12069,518,will,NN
12070,518,.,.
12071,519,That,DT
12072,519,foremost,JJ
12073,519,of,IN
12074,519,righteous,JJ
12075,519,men,NNS
12076,519,then,RB
12077,519,set,VBD
12078,519,himself,PRP
12079,519,to,TO
12080,519,earn,VB
12081,519,the,DT
12082,519,substantial,JJ
12083,519,blessing,NN
12084,519,of,IN
12085,519,the,DT
12086,519,Brahmanas,NNP
12087,519,",",","
12088,519,of,IN
12089,519,the,DT
12090,519,foremost,JJ
12091,519,military,JJ
12092,519,officers,NNS
12093,519,",",","
12094,519,and,CC
12095,519,the,DT
12096,519,leading,VBG
12097,519,citizens,NNS
12098,519,.,.
12099,520,The,DT
12100,520,blessed,JJ
12101,520,monarch,NN
12102,520,having,VBG
12103,520,passed,VBN
12104,520,fifty,CD
12105,520,nights,NNS
12106,520,in,IN
12107,520,the,DT
12108,520,capital,NN
12109,520,recollected,VBD
12110,520,the,DT
12111,520,time,NN
12112,520,indicated,VBN
12113,520,by,IN
12114,520,his,PRP$
12115,520,grandsire,NN
12116,520,as,IN
12117,520,the,DT
12118,520,hour,NN
12119,520,of,IN
12120,520,his,PRP$
12121,520,departure,NN
12122,520,from,IN
12123,520,this,DT
12124,520,world,NN
12125,520,.,.
12126,521,Accompanied,VBN
12127,521,by,IN
12128,521,a,DT
12129,521,number,NN
12130,521,of,IN
12131,521,priests,NNS
12132,521,he,PRP
12133,521,then,RB
12134,521,set,VBD
12135,521,out,IN
12136,521,of,IN
12137,521,the,DT
12138,521,city,NN
12139,521,named,VBN
12140,521,after,IN
12141,521,the,DT
12142,521,elephant,NN
12143,521,",",","
12144,521,having,VBG
12145,521,seen,VBN
12146,521,that,IN
12147,521,the,DT
12148,521,sun,NN
12149,521,ceasing,VBG
12150,521,to,TO
12151,521,go,VB
12152,521,southwards,NNS
12153,521,had,VBD
12154,521,begun,VBN
12155,521,to,TO
12156,521,proceed,VB
12157,521,in,IN
12158,521,his,PRP$
12159,521,northward,JJ
12160,521,course,NN
12161,521,.,.
12162,522,Yudhishthira,NNP
12163,522,the,DT
12164,522,son,NN
12165,522,of,IN
12166,522,Kunti,NNP
12167,522,took,VBD
12168,522,with,IN
12169,522,him,PRP
12170,522,a,DT
12171,522,large,JJ
12172,522,quantity,NN
12173,522,of,IN
12174,522,clarified,JJ
12175,522,butter,NN
12176,522,and,CC
12177,522,floral,JJ
12178,522,garlands,NNS
12179,522,and,CC
12180,522,scents,NNS
12181,522,and,CC
12182,522,silken,JJ
12183,522,cloths,NNS
12184,522,and,CC
12185,522,excellent,JJ
12186,522,sandalwood,NN
12187,522,and,CC
12188,522,Aquilaria,NNP
12189,522,Agallocha,NNP
12190,522,and,CC
12191,522,dark,JJ
12192,522,sloe,NN
12193,522,wood,NN
12194,522,",",","
12195,522,for,IN
12196,522,cremating,VBG
12197,522,the,DT
12198,522,body,NN
12199,522,of,IN
12200,522,Bhishma,NNP
12201,522,.,.
12202,523,Diverse,JJ
12203,523,kinds,NNS
12204,523,of,IN
12205,523,costly,JJ
12206,523,garlands,NNS
12207,523,and,CC
12208,523,gems,NNS
12209,523,also,RB
12210,523,were,VBD
12211,523,among,IN
12212,523,those,DT
12213,523,stores,NNS
12214,523,.,.
12215,524,Placing,VBG
12216,524,Dhritarashtra,NNP
12217,524,ahead,RB
12218,524,and,CC
12219,524,queen,NN
12220,524,Gandhari,NNP
12221,524,celebrated,VBD
12222,524,for,IN
12223,524,her,PRP$
12224,524,virtues,NNS
